Image Name,Number Plate
3f8bba48-ffcb-11ee-8a00-9c4801496384.jpg,['DLZC0 1939']
7b7567f7-0032-11ef-a903-b7c26aab21d5.jpg,['DZI7 YXR']
1f80d8dc-008f-11ef-be68-bef69f9c7c03.jpg,['DZI7 YXR']
691fd45e-0090-11ef-b261-bef69f9c7c03.jpg,['DZI7 YXR']
0e663a51-0091-11ef-97af-bef69f9c7c03.jpg,['DZI7 YXR']
e7e864ed-0092-11ef-a439-bef69f9c7c03.jpg,['DZI7 YXR']
b082a936-021b-11ef-9f33-bef69f9c7c03.jpg,['DZI7 YXR']
4869b899-0267-11ef-842e-bef69f9c7c03.jpg,['DZI7 YXR']
f61bc08b-02c2-11ef-a2ef-bef69f9c7c03.jpg,['DZI7 YXR']
